"block","plot","observer","visit","sampling_period","Rts_obs","obs_year","dp_march","min_post_sunrise","species","behaviour","sex","height","dist","minutes_to_obs"
"stocksatra","plot_123","jkn","first","first",2017-04-04 08:25:29,"2017",4,139.483333333333,"tofss","Song","Male",NA,28.0737644963872,2.61666666666667
"stocksatra","plot_123","jkn","first","first",2017-04-04 08:26:46,"2017",4,140.766666666667,"talge","Song","Male",NA,36.5136524913806,3.9
"stocksatra","plot_123","jkn","first","first",2017-04-04 08:26:32,"2017",4,140.533333333333,"kungl","Song","Male",NA,29.0803868541966,3.66666666666667
"stocksatra","plot_46","jkn","first","first",2017-04-04 09:12:05,"2017",4,186.083333333333,"bofik","Alarm call","Male/Female",NA,39.4246753184677,3.61666666666667
"stocksatra","plot_46","jkn","first","first",2017-04-04 09:10:07,"2017",4,184.116666666667,"bofik","Alarm call","Male/Female",NA,42.7778396838197,1.65
"stocksatra","plot_46","jkn","first","first",2017-04-04 09:13:05,"2017",4,187.083333333333,"kungl","Song","Male",NA,29.0108045674699,4.61666666666667
"stocksatra","plot_49","jkn","first","first",2017-04-04 10:51:44,"2017",4,285.733333333333,"bofik","Alarm call","Male/Female",NA,29.6613928637558,3.05
"stocksatra","plot_49","jkn","first","first",2017-04-04 10:53:12,"2017",4,287.2,"grona","Song","Male",NA,30.344570639587,4.51666666666667
"stocksatra","plot_49","jkn","first","first",2017-04-04 10:50:42,"2017",4,284.7,"bofik","Song","Male",NA,42.2211659344603,2.01666666666667
"stocksatra","plot_49","jkn","first","first",2017-04-04 10:50:18,"2017",4,284.3,"bofik","Song","Male",NA,41.6365529301186,1.61666666666667
"stocksatra","plot_49","jkn","first","first",2017-04-04 10:49:39,"2017",4,283.65,"talge","Alarm call","Male/Female",NA,20.8677068215271,0.966666666666667
"stocksatra","plot_49","jkn","first","first",2017-04-04 10:48:49,"2017",4,282.816666666667,"svars","Song","Male",NA,41.7877892932068,0.133333333333333
"stocksatra","plot_49","jkn","first","first",2017-04-04 10:48:41,"2017",4,282.683333333333,"bofik","Song","Male",NA,45.4369175157705,0
"tjaderleksmossen","plot_111","jkn","second","first",2017-05-04 07:04:22,"2017",34,144.366666666667,"blams","Alarm call","Male/Female",NA,25.4136869493528,0.2
"tjaderleksmossen","plot_111","jkn","second","first",2017-05-04 07:04:54,"2017",34,144.9,"talge","Alarm call","Male/Female",NA,26.4030255841387,0.733333333333333
"tjaderleksmossen","plot_113","jkn","second","first",2017-05-04 07:51:13,"2017",34,191.216666666667,"rodhe","Song","Male",NA,33.1627577355029,2.26666666666667
"tjaderleksmossen","plot_113","jkn","second","first",2017-05-04 07:50:42,"2017",34,190.7,"domhe","Song","Male",NA,47.7463548224435,1.75
"tjaderleksmossen","plot_113","jkn","second","first",2017-05-04 07:49:14,"2017",34,189.233333333333,"talge","Song","Male",NA,41.1646623965057,0.283333333333333
"tjaderleksmossen","plot_113","jkn","second","first",2017-05-04 07:49:26,"2017",34,189.433333333333,"gardg","Song","Male",NA,37.4964335540336,0.483333333333333
"tjaderleksmossen","plot_113","jkn","second","first",2017-05-04 07:53:47,"2017",34,193.783333333333,"tofss","Carrying nestmaterial: bird seen","Male/Female",4,9.64235449563775,4.83333333333333
"tjaderleksmossen","plot_113","jkn","second","first",2017-05-04 07:49:53,"2017",34,189.883333333333,"talge","Song","Male",NA,23.6749539433266,0.933333333333333
"tjaderleksmossen","plot_114","jkn","second","first",2017-05-04 05:02:53,"2017",34,22.8833333333333,"rodhe","Song","Male",NA,39.4313034441288,0.316666666666667
"tjaderleksmossen","plot_114","jkn","second","first",2017-05-04 05:03:14,"2017",34,23.2333333333333,"blams","Song","Male",NA,28.6280444885614,0.666666666666667
"tjaderleksmossen","plot_114","jkn","second","first",2017-05-04 05:04:05,"2017",34,24.0833333333333,"bofik","Alarm call","Male/Female",NA,25.4507714223197,1.51666666666667
"tjaderleksmossen","plot_114","jkn","second","first",2017-05-04 05:05:30,"2017",34,25.5,"blams","Alarm call","Male/Female",NA,27.1333095850032,2.93333333333333
"tjaderleksmossen","plot_124","jkn","second","first",2017-05-04 06:23:25,"2017",34,103.416666666667,"talge","Alarm call","Male/Female",5,8.3366508626824,0.566666666666667
"tjaderleksmossen","plot_124","jkn","second","first",2017-05-04 06:23:06,"2017",34,103.1,"gardg","Song","Male",NA,48.4875800890077,0.25
"tjaderleksmossen","plot_124","jkn","second","first",2017-05-04 06:23:43,"2017",34,103.716666666667,"talge","Alarm call","Male/Female",5,10.1018377120674,0.866666666666667
"tjaderleksmossen","plot_124","jkn","second","first",2017-05-04 06:24:24,"2017",34,104.4,"bofik","Song","Male",NA,41.1454173942225,1.55
"tjaderleksmossen","plot_124","jkn","second","first",2017-05-04 06:25:53,"2017",34,105.883333333333,"trapa","Song","Male",9,8.49990812978688,3.03333333333333
"stocksatra","plot_125","jkn","first","first",2017-04-05 06:49:14,"2017",5,46.2333333333333,"bofik","Alarm call","Male/Female",NA,30.2854959544248,2.75
"stocksatra","plot_125","jkn","first","first",2017-04-05 06:47:50,"2017",5,44.8333333333333,"gardg","Song","Male",NA,40.3885995807646,1.35
"stocksatra","plot_125","jkn","first","first",2017-04-05 06:47:14,"2017",5,44.2333333333333,"bofik","Song","Male",NA,43.2520230309143,0.75
"stocksatra","plot_125","jkn","first","first",2017-04-05 06:47:08,"2017",5,44.1333333333333,"bofik","Song","Male",NA,43.0522253422195,0.65
"stocksatra","plot_125","jkn","first","first",2017-04-05 06:47:19,"2017",5,44.3166666666667,"kungl","Song","Male",NA,30.2666836020909,0.833333333333333
"stocksatra","plot_125","jkn","first","first",2017-04-05 06:49:53,"2017",5,46.8833333333333,"tofss","Song","Male",NA,39.0094532495159,3.4
"kyrkstigen","plot_50","jkn","first","first",2017-04-05 08:05:47,"2017",5,122.783333333333,"bofik","Song","Male",NA,33.3318037011372,1.51666666666667
"kyrkstigen","plot_50","jkn","first","first",2017-04-05 08:06:04,"2017",5,123.066666666667,"bofik","Alarm call","Male/Female",NA,35.7035532761231,1.8
"kyrkstigen","plot_50","jkn","first","first",2017-04-05 08:04:56,"2017",5,121.933333333333,"bofik","Song","Male",NA,42.9380410072791,0.666666666666667
"kyrkstigen","plot_52","jkn","first","first",2017-04-05 08:43:58,"2017",5,160.966666666667,"bofik","Song","Male",NA,45.1347395206982,0.216666666666667
"kyrkstigen","plot_53","jkn","first","first",2017-04-05 09:27:47,"2017",5,204.783333333333,"bofik","Song","Male",NA,41.0443762873347,4.51666666666667
"kyrkstigen","plot_53","jkn","first","first",2017-04-05 09:27:59,"2017",5,204.983333333333,"trake","Song","Male",NA,16.9905619215862,4.71666666666667
"kyrkstigen","plot_53","jkn","first","first",2017-04-05 09:27:19,"2017",5,204.316666666667,"gardg","Alarm call","Male/Female",NA,35.4010310483854,4.05
"kyrkstigen","plot_53","jkn","first","first",2017-04-05 09:23:25,"2017",5,200.416666666667,"talge","Alarm call","Male/Female",NA,36.8104372997448,0.15
"kyrkstigen","plot_53","jkn","first","first",2017-04-05 09:26:29,"2017",5,203.483333333333,"trake","Song","Male",NA,23.9947739535178,3.21666666666667
"kyrkstigen","plot_53","jkn","first","first",2017-04-05 09:25:40,"2017",5,202.666666666667,"bofik","Song","Male",NA,32.1221733574324,2.4
"kyrkstigen","plot_53","jkn","first","first",2017-04-05 09:23:45,"2017",5,200.75,"bofik","Song","Male",NA,30.7447413525271,0.483333333333333
"kyrkstigen","plot_53","jkn","first","first",2017-04-05 09:23:16,"2017",5,200.266666666667,"bofik","Alarm call","Male/Female",NA,40.3658573083738,0
"kyrkstigen","plot_53","jkn","first","first",2017-04-05 09:24:24,"2017",5,201.4,"gardg","Song","Male",NA,26.3479676297738,1.13333333333333
"kyrkstigen","plot_55","jkn","first","first",2017-04-05 10:11:30,"2017",5,248.5,"kungl","Song","Male",NA,35.1804671717086,0
"kyrkstigen","plot_55","jkn","first","first",2017-04-05 10:11:55,"2017",5,248.916666666667,"rodhe","Song","Male",NA,37.2513423977634,0.416666666666667
"kyrkstigen","plot_55","jkn","first","first",2017-04-05 10:11:43,"2017",5,248.716666666667,"bofik","Alarm call","Male/Female",NA,42.7991374772007,0.216666666666667
"kyrkstigen","plot_55","jkn","first","first",2017-04-05 10:15:21,"2017",5,252.35,"bofik","Song","Male",NA,44.2599041100755,3.85
"kyrkstigen","plot_55","jkn","first","first",2017-04-05 10:13:58,"2017",5,250.966666666667,"bofik","Alarm call","Male/Female",NA,30.5269185468159,2.46666666666667
"kyrkstigen","plot_55","jkn","first","first",2017-04-05 10:16:12,"2017",5,253.2,"rodhe","Song","Male",NA,38.7751130271634,4.7
"kyrkstigen","plot_58","jkn","first","first",2017-04-05 10:51:46,"2017",5,288.766666666667,"bofik","Song","Male",NA,36.3538575428672,0.933333333333333
"kyrkstigen","plot_58","jkn","first","first",2017-04-05 10:51:17,"2017",5,288.283333333333,"trake","Song","Male",NA,36.3446596902132,0.45
"kyrkstigen","plot_58","jkn","first","first",2017-04-05 10:52:37,"2017",5,289.616666666667,"talge","Alarm call","Male/Female",NA,5.06253768775583,1.78333333333333
"kyrkstigen","plot_58","jkn","first","first",2017-04-05 10:52:12,"2017",5,289.2,"talge","Alarm call","Male/Female",NA,19.3384251230803,1.36666666666667
"kyrkstigen","plot_58","jkn","first","first",2017-04-05 10:55:11,"2017",5,292.183333333333,"svars","Song","Male",NA,37.96903487021,4.35
"kyrkstigen","plot_58","jkn","first","first",2017-04-05 10:53:57,"2017",5,290.95,"bofik","Alarm call","Male/Female",NA,23.5018543945904,3.11666666666667
"kyrkstigen","plot_58","jkn","first","first",2017-04-05 10:53:03,"2017",5,290.05,"bofik","Song","Male",NA,15.5516854387032,2.21666666666667
"kyrkstigen","plot_118","jkn","second","first",2017-05-05 05:45:30,"2017",35,68.5,"jarnv","Song","Male",NA,47.5190424427872,1.38333333333333
"kyrkstigen","plot_50","jkn","second","first",2017-05-05 09:35:28,"2017",35,298.466666666667,"talge","Alarm call","Female",3,11.2007305849898,3.45
"kyrkstigen","plot_50","jkn","second","first",2017-05-05 09:35:01,"2017",35,298.016666666667,"bofik","Song","Male",NA,24.723769291466,3
"kyrkstigen","plot_50","jkn","second","first",2017-05-05 09:35:06,"2017",35,298.1,"talge","Song","Male",NA,39.3148251079127,3.08333333333333
"kyrkstigen","plot_52","jkn","second","first",2017-05-05 08:59:04,"2017",35,262.066666666667,"bofik","Song","Male",NA,47.5475009857326,4.45
"kyrkstigen","plot_53","jkn","second","first",2017-05-05 08:18:42,"2017",35,221.7,"bofik","Song","Male",NA,39.6300466054717,2.18333333333333
"kyrkstigen","plot_53","jkn","second","first",2017-05-05 08:20:56,"2017",35,223.933333333333,"svara","Song","Male",NA,40.0830476854526,4.41666666666667
"kyrkstigen","plot_53","jkn","second","first",2017-05-05 08:17:35,"2017",35,220.583333333333,"talge","Alarm call","Male/Female",NA,28.5649318481458,1.06666666666667
"kyrkstigen","plot_53","jkn","second","first",2017-05-05 08:17:57,"2017",35,220.95,"talla","Song","Male",NA,46.6888301010582,1.43333333333333
"kyrkstigen","plot_53","jkn","second","first",2017-05-05 08:17:16,"2017",35,220.266666666667,"talge","Alarm call","Female",7,27.2010996131184,0.75
"kyrkstigen","plot_53","jkn","second","first",2017-05-05 08:17:03,"2017",35,220.05,"talge","Alarm call","Male",7,26.5575542792193,0.533333333333333
"kyrkstigen","plot_56","jkn","second","first",2017-05-05 06:24:06,"2017",35,107.1,"tofss","Alarm call","Male/Female",NA,39.4880422532646,3.98333333333333
"kyrkstigen","plot_56","jkn","second","first",2017-05-05 06:20:43,"2017",35,103.716666666667,"rodhe","Song","Male",NA,46.6458216077066,0.6
"kyrkstigen","plot_58","jkn","second","first",2017-05-05 07:03:06,"2017",35,146.1,"gardg","Song","Male",NA,46.8008747103255,4.96666666666667
"kyrkstigen","plot_58","jkn","second","first",2017-05-05 07:01:20,"2017",35,144.333333333333,"svars","In breeding habitat: bird seen","Male/Female",NA,7.36156319250289,3.2
"kyrkstigen","plot_58","jkn","second","first",2017-05-05 07:02:06,"2017",35,145.1,"bofik","Song","Male",NA,48.3271077502407,3.96666666666667
"kyrkstigen","plot_58","jkn","second","first",2017-05-05 06:59:18,"2017",35,142.3,"talge","Nest with eggs","Male/Female",5,8.43191972492356,1.16666666666667
"kyrkstigen","plot_58","jkn","second","first",2017-05-05 06:58:14,"2017",35,141.233333333333,"talge","Alarm call","Male/Female",NA,27.7764018838136,0.1
"kyrkstigen","plot_60","jkn","second","first",2017-05-05 05:10:34,"2017",35,33.5666666666667,"bofik","Alarm call","Male/Female",NA,39.3748910983933,0.433333333333333
"kyrkstigen","plot_60","jkn","second","first",2017-05-05 05:13:51,"2017",35,36.85,"bofik","Song","Male",NA,47.0888120923174,3.71666666666667
"kyrkstigen","plot_60","jkn","second","first",2017-05-05 05:10:27,"2017",35,33.45,"bofik","Alarm call","Male/Female",NA,43.0952307899313,0.316666666666667
"halqved","plot_1","jkn","fourth","first",2019-06-05 03:38:44,"2019",66,3.73333333333333,"talge","Song","Male",NA,23.5973806235996,0.166666666666667
"halqved","plot_33","jkn","fourth","first",2019-06-05 05:19:04,"2019",66,104.066666666667,"talge","Alarm call","Male/Female",NA,16.9349420797971,3.95
"halqved","plot_33","jkn","fourth","first",2019-06-05 05:19:24,"2019",66,104.4,"spark","Song","Male",NA,41.6349409468101,4.28333333333333
"halqved","plot_33","jkn","fourth","first",2019-06-05 05:15:13,"2019",66,100.216666666667,"bofik","Song","Male",NA,40.3481406933264,0.1
"halqved","plot_33","jkn","fourth","first",2019-06-05 05:16:27,"2019",66,101.45,"rodhe","Song","Male",NA,38.9224460413482,1.33333333333333
"halqved","plot_33","jkn","fourth","first",2019-06-05 05:16:52,"2019",66,101.866666666667,"koltt","Alarm call","Male/Female",NA,36.8995551275661,1.75
"halqved","plot_33","jkn","fourth","first",2019-06-05 05:18:57,"2019",66,103.95,"blams","Alarm call","Male/Female",NA,36.7665850091546,3.83333333333333
"halqved","plot_36","jkn","fourth","first",2019-06-05 05:34:21,"2019",66,119.35,"rodhe","Song","Male",NA,40.291956609743,1.61666666666667
"halqved","plot_36","jkn","fourth","first",2019-06-05 05:33:31,"2019",66,118.516666666667,"talge","Alarm call","Male/Female",NA,25.6572622280358,0.783333333333333
"halqved","plot_37","jkn","fourth","first",2019-06-05 05:58:22,"2019",66,143.366666666667,"bofik","Song","Male",NA,49.1349300529028,1.81666666666667
"halqved","plot_4","jkn","fourth","first",2019-06-05 04:57:46,"2019",66,82.7666666666667,"kungl","Song","Male",NA,26.6276231827644,4.43333333333333
"halqved","plot_4","jkn","fourth","first",2019-06-05 04:54:46,"2019",66,79.7666666666667,"gardg","Song","Male",NA,42.1156315071686,1.43333333333333
"halqved","plot_6","jkn","fourth","first",2019-06-05 04:15:53,"2019",66,40.8833333333333,"stort","Alarm call","Male/Female",NA,37.2440558135011,1.25
"halqved","plot_6","jkn","fourth","first",2019-06-05 04:14:56,"2019",66,39.9333333333333,"talge","Alarm call","Male",4,7.20720539731914,0.3
"kilsjon","plot_83","jkn","fourth","first",2019-06-05 07:21:05,"2019",66,226.083333333333,"bofik","Song","Male",NA,20.4274414697701,0.116666666666667
"kilsjon","plot_83","jkn","fourth","first",2019-06-05 07:21:07,"2019",66,226.116666666667,"talge","Alarm call","Male/Female",NA,11.4119050715104,0.15
"kilsjon","plot_83","jkn","fourth","first",2019-06-05 07:21:47,"2019",66,226.783333333333,"talla","Alarm call","Male/Female",NA,41.1810354171986,0.816666666666667
"kilsjon","plot_83","jkn","fourth","first",2019-06-05 07:22:21,"2019",66,227.35,"tofss","Song","Male",NA,10.0610024967838,1.38333333333333
"kilsjon","plot_83","jkn","fourth","first",2019-06-05 07:22:43,"2019",66,227.716666666667,"talla","Alarm call","Male/Female",5,6.00793872249555,1.75
"kilsjon","plot_85","jkn","fourth","first",2019-06-05 07:44:42,"2019",66,249.7,"svare","Alarm call","Male/Female",NA,22.6517677138867,1.76666666666667
"kilsjon","plot_87","jkn","fourth","first",2019-06-05 08:31:47,"2019",66,296.783333333333,"talge","Song","Male",NA,34.7537567065031,4.63333333333333
"kilsjon","plot_88","jkn","fourth","first",2019-06-05 08:07:31,"2019",66,272.516666666667,"talge","Alarm call","Male/Female",NA,36.6151115611056,2.01666666666667
"kyrkstigen","plot_118","jkn","first","first",2017-04-06 07:06:05,"2017",6,66.0833333333333,"bofik","Song","Male",NA,31.9981661972913,1.03333333333333
"kyrkstigen","plot_118","jkn","first","first",2017-04-06 07:05:42,"2017",6,65.7,"blams","Alarm call","Male/Female",NA,31.5294668833159,0.65
"kyrkstigen","plot_118","jkn","first","first",2017-04-06 07:05:18,"2017",6,65.3,"grona","Song","Male",NA,39.5001588762825,0.25
"kyrkstigen","plot_118","jkn","first","first",2017-04-06 07:05:03,"2017",6,65.05,"bofik","Song","Male",NA,45.3458986579837,0
"kyrkstigen","plot_118","jkn","first","first",2017-04-06 07:08:14,"2017",6,68.2333333333333,"tofss","Alarm call","Male/Female",NA,26.6333200486968,3.18333333333333
"kyrkstigen","plot_118","jkn","first","first",2017-04-06 07:09:32,"2017",6,69.5333333333333,"rodhe","Song","Male",NA,35.4375110620467,4.48333333333333
"kyrkstigen","plot_118","jkn","first","first",2017-04-06 07:08:46,"2017",6,68.7666666666667,"talge","Alarm call","Male/Female",NA,12.2194031445192,3.71666666666667
"kyrkstigen","plot_118","jkn","first","first",2017-04-06 07:07:47,"2017",6,67.7833333333333,"bofik","Song","Male",NA,31.5198216583631,2.73333333333333
"kyrkstigen","plot_122","jkn","first","first",2017-04-06 08:42:08,"2017",6,162.133333333333,"bofik","Song","Male",NA,37.6627995517555,0
"kyrkstigen","plot_122","jkn","first","first",2017-04-06 08:44:38,"2017",6,164.633333333333,"bofik","Song","Male",NA,6.25064255552709,2.5
"kyrkstigen","plot_122","jkn","first","first",2017-04-06 08:44:00,"2017",6,164,"bofik","Song","Male",NA,44.1664409736703,1.86666666666667
"kyrkstigen","plot_122","jkn","first","first",2017-04-06 08:43:53,"2017",6,163.883333333333,"bofik","Song","Male",NA,15.4019819255671,1.75
"kyrkstigen","plot_122","jkn","first","first",2017-04-06 08:46:04,"2017",6,166.066666666667,"talge","Song","Male",NA,45.8699380095234,3.93333333333333
"kyrkstigen","plot_122","jkn","first","first",2017-04-06 08:42:40,"2017",6,162.666666666667,"bofik","Song","Male",NA,18.1613762777097,0.533333333333333
"kyrkstigen","plot_122","jkn","first","first",2017-04-06 08:43:02,"2017",6,163.033333333333,"talge","Alarm call","Male/Female",NA,26.0802923696302,0.9
